Type,Name,Price,Image_url,Buy_url,Local_Path
"Banco con almacenaje, 120 cm",TOLKNING,50,https://www.ikea.com/es/es/images/products/tolkning-banco-con-almacenaje-mano-ratan__1098691_pe865484_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/tolkning-banco-con-almacenaje-a-mano-ratan-80512657/,../data/img_ikea_Sillas/0034.jpg
Silla plegable,GUNDE,69,https://www.ikea.com/es/es/images/products/gunde-silla-plegable-blanco__0728314_pe736185_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/gunde-silla-plegable-blanco-60217799/,../data/img_ikea_Sillas/0035.jpg
Silla plegable,FRÖSVI,14,https://www.ikea.com/es/es/images/products/frosvi-silla-plegable-blanco__1284070_pe932743_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/frosvi-silla-plegable-blanco-80534329/,../data/img_ikea_Sillas/0036.jpg
Silla,SKANSNÄS,75,https://www.ikea.com/es/es/images/products/skansnas-silla-marron-haya__1319860_pe941001_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/skansnas-silla-marron-haya-70563242/,../data/img_ikea_Sillas/0037.jpg
Silla,SIGTRYGG,90,https://www.ikea.com/es/es/images/products/sigtrygg-silla-abedul-sefast-blanco__1111907_pe871017_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/sigtrygg-silla-abedul-sefast-blanco-s99483792/,../data/img_ikea_Sillas/0038.jpg
Sillón,EKENÄSET,49,https://www.ikea.com/es/es/images/products/ekenaset-sillon-kilanda-beige-claro__1109687_pe870153_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/ekenaset-sillon-kilanda-beige-claro-90533174/,../data/img_ikea_Sillas/0039.jpg
Silla de escritorio infantil,LOBERGET / SIBBEN,49,https://www.ikea.com/es/es/images/products/loberget-sibben-silla-escritorio-infantil-blanco__0826517_pe776395_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/loberget-sibben-silla-escritorio-infantil-blanco-s59337670/,../data/img_ikea_Sillas/0040.jpg
Silla de confidente,ELDBERGET / MALSKÄR,59,https://www.ikea.com/es/es/images/products/eldberget-malskar-silla-confidente-beige-blanco__1077158_pe856906_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/eldberget-malskar-silla-confidente-beige-blanco-s79444396/,../data/img_ikea_Sillas/0041.jpg
Silla,VOXLÖV,25,https://www.ikea.com/es/es/images/products/voxlov-silla-bambu-claro__0948161_pe798889_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/voxlov-silla-bambu-claro-50450236/,../data/img_ikea_Sillas/0042.jpg
Silla giratoria,SMÄLLEN,59,https://www.ikea.com/es/es/images/products/smallen-silla-giratoria-negro__1096271_pe864278_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/smallen-silla-giratoria-negro-00503435/,../data/img_ikea_Sillas/0043.jpg
"Banco con almacenaje, 100x30x37 cm",DAJLIEN,69,https://www.ikea.com/es/es/images/products/dajlien-banco-con-almacenaje-bambu__1202129_pe905787_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/dajlien-banco-con-almacenaje-bambu-20557286/,../data/img_ikea_Sillas/0044.jpg
Silla con cojín,NILSOVE / NORNA,69,https://www.ikea.com/es/es/images/products/nilsove-norna-silla-con-cojin-ratan-blanco-laila-natural__0751763_pe747197_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/nilsove-norna-silla-con-cojin-ratan-blanco-laila-natural-s19304006/,../data/img_ikea_Sillas/0045.jpg
Sillón,MÅRENÄS,79,https://www.ikea.com/es/es/images/products/marenas-sillon-negro-gunnared-beige__1182861_pe897321_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/marenas-sillon-negro-gunnared-beige-s79514389/,../data/img_ikea_Sillas/0046.jpg
Sillón,SKÅLBODA,15,https://www.ikea.com/es/es/images/products/skalboda-sillon-naranja__1180835_pe896475_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/skalboda-sillon-naranja-40555309/,../data/img_ikea_Sillas/0047.jpg
Silla,RÖNNINGE,85,https://www.ikea.com/es/es/images/products/ronninge-silla-abedul__0642047_pe700849_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/ronninge-silla-abedul-10422504/,../data/img_ikea_Sillas/0048.jpg
Sillón,IKEA PS 2012,69,https://www.ikea.com/es/es/images/products/ikea-ps-2012-sillon-negro__0728149_pe736120_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/ikea-ps-2012-sillon-negro-70206804/,../data/img_ikea_Sillas/0049.jpg
Silla,MÅNHULT,89,https://www.ikea.com/es/es/images/products/manhult-silla-negro-hakebo-verde-grisaceo__1156110_pe886912_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/manhult-silla-negro-hakebo-verde-grisaceo-00547057/,../data/img_ikea_Sillas/0050.jpg
Silla,GRÅSALA,149,https://www.ikea.com/es/es/images/products/grasala-silla-gris__1157549_pe887744_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/grasala-silla-gris-70515468/,../data/img_ikea_Sillas/0051.jpg
Silla de trabajo,MARKUS,169,https://www.ikea.com/es/es/images/products/markus-silla-trabajo-vissle-gris-oscuro__0724714_pe734597_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/markus-silla-trabajo-vissle-gris-oscuro-70261150/,../data/img_ikea_Sillas/0052.jpg
Taburete,KYRRE,129,https://www.ikea.com/es/es/images/products/kyrre-taburete-abedul__0714153_pe729952_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/kyrre-taburete-abedul-60416925/,../data/img_ikea_Sillas/0053.jpg
Silla,EBBALYCKE,9,https://www.ikea.com/es/es/images/products/ebbalycke-silla-idekulla-beige__1243346_pe920576_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/ebbalycke-silla-idekulla-beige-40568854/,../data/img_ikea_Sillas/0054.jpg
Silla,STEFAN,19,https://www.ikea.com/es/es/images/products/stefan-silla-negro-marron-knisa-gris-beige__1068137_pe852981_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/stefan-silla-negro-marron-knisa-gris-beige-80512087/,../data/img_ikea_Sillas/0055.jpg
Sofá cama 1 p,KIVIK,89,https://www.ikea.com/es/es/images/products/kivik-sofa-cama-1-p-tibbleby-beis-gris__1130876_pe877950_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/kivik-sofa-cama-1-p-tibbleby-beis-gris-s39470231/,../data/img_ikea_Sillas/0056.jpg
"Mesa y 4 sillas, 105 cm",LISABO / LISABO,39,https://www.ikea.com/es/es/images/products/lisabo-lisabo-mesa-4-sillas-chapa-fresno-fresno__1255299_pe924491_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/lisabo-lisabo-mesa-4-sillas-chapa-fresno-fresno-s69554856/,../data/img_ikea_Sillas/0057.jpg
Silla,EKEDALEN,49,https://www.ikea.com/es/es/images/products/ekedalen-silla-blanco-orrsta-gris-claro__1082706_pe858786_s5.jpg?f=xxs,https://www.ikea.com/es/es/p/ekedalen-silla-blanco-orrsta-gris-claro-s09399830/,../data/img_ikea_Sillas/0058.jpg
